4, 2640, Note_on_c, 2, 69, 0
4, 2640, Note_on_c, 2, 62, 100
4, 2880, Note_on_c, 2, 62, 0
4, 2880, Note_on_c, 2, 59, 100
4, 2940, Note_on_c, 2, 59, 0
4, 2940, Note_on_c, 2, 62, 100
4, 3120, Note_on_c, 2, 62, 0
4, 3120, Note_on_c, 2, 67, 100
4, 3180, Note_on_c, 2, 67, 0
4, 3180, Note_on_c, 2, 62, 100
4, 3240, Note_on_c, 2, 62, 0
4, 3240, Note_on_c, 2, 67, 100
4, 3360, Note_on_c, 2, 67, 0
4, 3360, Note_on_c, 2, 62, 100
4, 3840, Note_on_c, 2, 62, 0
4, 3840, Note_on_c, 2, 67, 100
4, 4080, Note_on_c, 2, 67, 0
4, 4080, Note_on_c, 2, 66, 100
4, 4140, Note_on_c, 2, 66, 0
4, 4140, Note_on_c, 2, 67, 100
4, 4320, Note_on_c, 2, 67, 0
4, 4320, Note_on_c, 2, 62, 100
4, 4500, Note_on_c, 2, 62, 0
4, 4500, Note_on_c, 2, 64, 100
4, 4560, Note_on_c, 2, 64, 0
4, 4560, Note_on_c, 2, 62, 100
4, 4800, Note_on_c, 2, 62, 0
4, 4800, Note_on_c, 2, 67, 100
4, 4860, Note_on_c, 2, 67, 0
4, 4860, Note_on_c, 2, 62, 100
4, 4920, Note_on_c, 2, 62, 0
4, 4920, Note_on_c, 2, 60, 100
4, 5040, Note_on_c, 2, 60, 0
4, 5040, Note_on_c, 2, 62, 100
4, 5100, Note_on_c, 2, 62, 0
4, 5100, Note_on_c, 2, 60, 100
4, 5160, Note_on_c, 2, 60, 0
4, 5160, Note_on_c, 2, 62, 100
4, 5220, Note_on_c, 2, 62, 0
4, 5220, Note_on_c, 2, 60, 100
4, 5340, Note_on_c, 2, 60, 0
4, 5340, Note_on_c, 2, 62, 100
4, 5400, Note_on_c, 2, 62, 0
4, 5400, Note_on_c, 2, 57, 100
4, 5460, Note_on_c, 2, 57, 0
4, 5460, Note_on_c, 2, 62, 100
4, 5520, Note_on_c, 2, 62, 0
4, 5520, Note_on_c, 2, 57, 100
4, 5880, Note_on_c, 2, 57, 0
4, 5880, Note_on_c, 2, 59, 100
4, 6000, Note_on_c, 2, 59, 0
4, 6000, Note_on_c, 2, 57, 100
4, 6060, Note_on_c, 2, 57, 0
4, 6060, Note_on_c, 2, 62, 100
4, 6180, Note_on_c, 2, 62, 0
4, 6180, Note_on_c, 2, 57, 100
4, 6420, Note_on_c, 2, 57, 0
4, 6420, Note_on_c, 2, 69, 100
4, 6480, Note_on_c, 2, 69, 0
4, 6480, Note_on_c, 2, 62, 100
4, 6720, Note_on_c, 2, 62, 0
4, 6720, Note_on_c, 2, 59, 100
4, 6780, Note_on_c, 2, 59, 0
4, 6780, Note_on_c, 2, 62, 100
4, 6960, Note_on_c, 2, 62, 0
4, 6960, Note_on_c, 2, 72, 100
4, 7020, Note_on_c, 2, 72, 0
4, 7020, Note_on_c, 2, 62, 100
4, 7080, Note_on_c, 2, 62, 0
4, 7080, Note_on_c, 2, 72, 100
4, 7140, Note_on_c, 2, 72, 0
4, 7140, Note_on_c, 2, 69, 100
4, 7200, Note_on_c, 2, 69, 0
4, 7200, Note_on_c, 2, 71, 100
4, 8040, Note_on_c, 2, 71, 0
4, 8040, Note_on_c, 2, 64, 100
4, 8100, Note_on_c, 2, 64, 0
4, 8100, Note_on_c, 2, 71, 100
4, 8340, Note_on_c, 2, 71, 0
4, 8340, Note_on_c, 2, 62, 100
4, 8400, Note_on_c, 2, 62, 0
4, 8400, Note_on_c, 2, 67, 100
4, 8640, Note_on_c, 2, 67, 0
4, 8640, Note_on_c, 2, 64, 100
4, 8700, Note_on_c, 2, 64, 0
4, 8700, Note_on_c, 2, 67, 100
4, 9000, Note_on_c, 2, 67, 0
4, 9000, Note_on_c, 2, 55, 100
4, 9060, Note_on_c, 2, 55, 0
4, 9060, Note_on_c, 2, 62, 100
4, 9120, Note_on_c, 2, 62, 0
4, 9120, Note_on_c, 2, 55, 100
4, 9600, Note_on_c, 2, 55, 0
4, 9600, End_track
0, 0, End_of_file
